description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
TRAF6 mediated NF-kB activation,7340,7,TRAF6 mediated NF-kB activation,REAC:R-DRE-933542,1.0,['REAC:R-DRE-168928'],0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,7340,2,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,REAC:R-DRE-6803205,1.0,['REAC:R-DRE-5633008'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,7340,13,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,REAC:R-DRE-6804115,1.0,['REAC:R-DRE-6791312'],0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,7340,3,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,REAC:R-DRE-6804114,1.0,['REAC:R-DRE-6791312'],0.0007494379215588309,query_1,4003,0.3333333333333333,False,REAC,9
TWIK related potassium channel (TREK),7340,3,TWIK related potassium channel (TREK),REAC:R-DRE-1299503,1.0,['REAC:R-DRE-1296346'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
TBC/RABGAPs,7340,29,TBC/RABGAPs,REAC:R-DRE-8854214,1.0,['REAC:R-DRE-9007101'],0.007244566575068698,query_1,4003,0.5918367346938775,False,REAC,49
Translesion synthesis by POLI,7340,8,Translesion synthesis by POLI,REAC:R-DRE-5656121,1.0,['REAC:R-DRE-110313'],0.0019985011241568824,query_1,4003,0.47058823529411764,False,REAC,17
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,7340,18,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,REAC:R-DRE-110313,1.0,['REAC:R-DRE-73893'],0.0044966275293529855,query_1,4003,0.42857142857142855,False,REAC,42
Zinc influx into cells by the SLC39 gene family,7340,2,Zinc influx into cells by the SLC39 gene family,REAC:R-DRE-442380,1.0,['REAC:R-DRE-435354'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Zinc efflux and compartmentalization by the SLC30 family,7340,3,Zinc efflux and compartmentalization by the SLC30 family,REAC:R-DRE-435368,1.0,['REAC:R-DRE-435354'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
ZBP1(DAI) mediated induction of type I IFNs,7340,6,ZBP1(DAI) mediated induction of type I IFNs,REAC:R-DRE-1606322,1.0,['REAC:R-DRE-1834949'],0.0014988758431176618,query_1,4003,0.75,False,REAC,8
YAP1- and WWTR1 (TAZ)-stimulated gene expression,7340,3,YAP1- and WWTR1 (TAZ)-stimulated gene expression,REAC:R-DRE-2032785,1.0,['REAC:R-DRE-212436'],0.0007494379215588309,query_1,4003,0.42857142857142855,False,REAC,7
Xenobiotics,7340,8,Xenobiotics,REAC:R-DRE-211981,1.0,['REAC:R-DRE-211897'],0.0019985011241568824,query_1,4003,0.5333333333333333,False,REAC,15
Wax biosynthesis,7340,1,Wax biosynthesis,REAC:R-DRE-9640463,1.0,['REAC:R-DRE-8848584'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
Wax and plasmalogen biosynthesis,7340,1,Wax and plasmalogen biosynthesis,REAC:R-DRE-8848584,1.0,['REAC:R-DRE-556833'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",7340,6,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",REAC:R-DRE-5140745,1.0,['REAC:R-DRE-4086400'],0.0014988758431176618,query_1,4003,0.46153846153846156,False,REAC,13
WNT mediated activation of DVL,7340,4,WNT mediated activation of DVL,REAC:R-DRE-201688,1.0,['REAC:R-DRE-201681'],0.0009992505620784412,query_1,4003,0.4,False,REAC,10
WNT ligand biogenesis and trafficking,7340,11,WNT ligand biogenesis and trafficking,REAC:R-DRE-3238698,1.0,['REAC:R-DRE-195721'],0.0027479390457157134,query_1,4003,0.5238095238095238,False,REAC,21
VxPx cargo-targeting to cilium,7340,14,VxPx cargo-targeting to cilium,REAC:R-DRE-5620916,1.0,['REAC:R-DRE-5620920'],0.0034973769672745443,query_1,4003,0.6086956521739131,False,REAC,23
Vitamins,7340,2,Vitamins,REAC:R-DRE-211916,1.0,['REAC:R-DRE-211897'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Vitamin D (calciferol) metabolism,7340,3,Vitamin D (calciferol) metabolism,REAC:R-DRE-196791,1.0,['REAC:R-DRE-8957322'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Vitamin C (ascorbate) metabolism,7340,8,Vitamin C (ascorbate) metabolism,REAC:R-DRE-196836,1.0,['REAC:R-DRE-196849'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
Vitamin B5 (pantothenate) metabolism,7340,4,Vitamin B5 (pantothenate) metabolism,REAC:R-DRE-199220,1.0,['REAC:R-DRE-196849'],0.0009992505620784412,query_1,4003,0.3333333333333333,False,REAC,12
Zinc transporters,7340,5,Zinc transporters,REAC:R-DRE-435354,1.0,['REAC:R-DRE-425410'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
activated TAK1 mediates p38 MAPK activation,7340,13,activated TAK1 mediates p38 MAPK activation,REAC:R-DRE-450302,1.0,['REAC:R-DRE-450294'],0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,7340,7,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,REAC:R-DRE-2046104,1.0,['REAC:R-DRE-8978868'],0.0017486884836372721,query_1,4003,0.7,False,REAC,10
alpha-linolenic acid (ALA) metabolism,7340,7,alpha-linolenic acid (ALA) metabolism,REAC:R-DRE-2046106,1.0,['REAC:R-DRE-2046104'],0.0017486884836372721,query_1,4003,0.7,False,REAC,10
tRNA Aminoacylation,7340,3,tRNA Aminoacylation,REAC:R-DRE-379724,1.0,['REAC:R-DRE-72766'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
phospho-PLA2 pathway,7340,2,phospho-PLA2 pathway,REAC:R-DRE-111995,1.0,['REAC:R-DRE-111996'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
p75NTR signals via NF-kB,7340,9,p75NTR signals via NF-kB,REAC:R-DRE-193639,1.0,['REAC:R-DRE-193704'],0.0022483137646764927,query_1,4003,0.6428571428571429,False,REAC,14
p75NTR regulates axonogenesis,7340,7,p75NTR regulates axonogenesis,REAC:R-DRE-193697,1.0,['REAC:R-DRE-193704'],0.0017486884836372721,query_1,4003,0.7777777777777778,False,REAC,9
p75NTR recruits signalling complexes,7340,8,p75NTR recruits signalling complexes,REAC:R-DRE-209543,1.0,['REAC:R-DRE-193639'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
p75 NTR receptor-mediated signalling,7340,39,p75 NTR receptor-mediated signalling,REAC:R-DRE-193704,1.0,['REAC:R-DRE-73887'],0.0097426929802648,query_1,4003,0.5492957746478874,False,REAC,71
p53-Dependent G1/S DNA damage checkpoint,7340,31,p53-Dependent G1/S DNA damage checkpoint,REAC:R-DRE-69580,1.0,['REAC:R-DRE-69615'],0.007744191856107919,query_1,4003,0.5081967213114754,False,REAC,61
Vitamin B2 (riboflavin) metabolism,7340,3,Vitamin B2 (riboflavin) metabolism,REAC:R-DRE-196843,1.0,['REAC:R-DRE-196849'],0.0007494379215588309,query_1,4003,0.5,False,REAC,6
p53-Dependent G1 DNA Damage Response,7340,31,p53-Dependent G1 DNA Damage Response,REAC:R-DRE-69563,1.0,['REAC:R-DRE-69580'],0.007744191856107919,query_1,4003,0.5081967213114754,False,REAC,61
mitochondrial fatty acid beta-oxidation of saturated fatty acids,7340,6,mitochondrial fatty acid beta-oxidation of saturated fatty acids,REAC:R-DRE-77286,1.0,['REAC:R-DRE-77289'],0.0014988758431176618,query_1,4003,0.75,False,REAC,8
mTORC1-mediated signalling,7340,10,mTORC1-mediated signalling,REAC:R-DRE-166208,1.0,['REAC:R-DRE-165159'],0.002498126405196103,query_1,4003,0.43478260869565216,False,REAC,23
mRNA decay by 5' to 3' exoribonuclease,7340,9,mRNA decay by 5' to 3' exoribonuclease,REAC:R-DRE-430039,1.0,['REAC:R-DRE-429914'],0.0022483137646764927,query_1,4003,0.8181818181818182,False,REAC,11
mRNA Splicing - Major Pathway,7340,90,mRNA Splicing - Major Pathway,REAC:R-DRE-72163,1.0,['REAC:R-DRE-72172'],0.022483137646764927,query_1,4003,0.569620253164557,False,REAC,158
mRNA Splicing,7340,93,mRNA Splicing,REAC:R-DRE-72172,1.0,['REAC:R-DRE-72203'],0.023232575568323758,query_1,4003,0.5670731707317073,False,REAC,164
mRNA Capping,7340,17,mRNA Capping,REAC:R-DRE-72086,1.0,['REAC:R-DRE-8953854'],0.004246814888833375,query_1,4003,0.6071428571428571,False,REAC,28
eNOS activation,7340,3,eNOS activation,REAC:R-DRE-203615,1.0,['REAC:R-DRE-202131'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
p38MAPK events,7340,2,p38MAPK events,REAC:R-DRE-171007,1.0,['REAC:R-DRE-167044'],0.0004996252810392206,query_1,4003,0.2857142857142857,False,REAC,7
Translesion synthesis by REV1,7340,7,Translesion synthesis by REV1,REAC:R-DRE-110312,1.0,['REAC:R-DRE-110313'],0.0017486884836372721,query_1,4003,0.4375,False,REAC,16
Vitamin B1 (thiamin) metabolism,7340,1,Vitamin B1 (thiamin) metabolism,REAC:R-DRE-196819,1.0,['REAC:R-DRE-196849'],0.0002498126405196103,query_1,4003,0.2,False,REAC,5
Vesicle-mediated transport,7340,285,Vesicle-mediated transport,REAC:R-DRE-5653656,1.0,['REAC:0000000'],0.07119660254808893,query_1,4003,0.5181818181818182,False,REAC,550
Triglyceride biosynthesis,7340,7,Triglyceride biosynthesis,REAC:R-DRE-75109,1.0,['REAC:R-DRE-8979227'],0.0017486884836372721,query_1,4003,0.7777777777777778,False,REAC,9
Transport to the Golgi and subsequent modification,7340,102,Transport to the Golgi and subsequent modification,REAC:R-DRE-948021,1.0,['REAC:R-DRE-446203'],0.02548088933300025,query_1,4003,0.6035502958579881,False,REAC,169
"Transport of vitamins, nucleosides, and related molecules",7340,22,"Transport of vitamins, nucleosides, and related molecules",REAC:R-DRE-425397,1.0,['REAC:R-DRE-425407'],0.005495878091431427,query_1,4003,0.55,False,REAC,40
Transport of small molecules,7340,342,Transport of small molecules,REAC:R-DRE-382551,1.0,['REAC:0000000'],0.08543592305770673,query_1,4003,0.5826235093696763,False,REAC,587
Transport of organic anions,7340,8,Transport of organic anions,REAC:R-DRE-879518,1.0,['REAC:R-DRE-425397'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
Transport of nucleotide sugars,7340,6,Transport of nucleotide sugars,REAC:R-DRE-727802,1.0,['REAC:R-DRE-425397'],0.0014988758431176618,query_1,4003,1.0,False,REAC,6
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,7340,2,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,REAC:R-DRE-83936,1.0,['REAC:R-DRE-425397'],0.0004996252810392206,query_1,4003,0.2,False,REAC,10
Transport of inorganic cations/anions and amino acids/oligopeptides,7340,51,Transport of inorganic cations/anions and amino acids/oligopeptides,REAC:R-DRE-425393,1.0,['REAC:R-DRE-425407'],0.012740444666500124,query_1,4003,0.6219512195121951,False,REAC,82
Transport of glycerol from adipocytes to the liver by Aquaporins,7340,2,Transport of glycerol from adipocytes to the liver by Aquaporins,REAC:R-DRE-432030,1.0,['REAC:R-DRE-445717'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,7340,5,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,REAC:R-DRE-159763,1.0,['REAC:R-DRE-159854'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
Transport of fatty acids,7340,5,Transport of fatty acids,REAC:R-DRE-804914,1.0,['REAC:R-DRE-425397'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
"Transport of bile salts and organic acids, metal ions and amine compounds",7340,35,"Transport of bile salts and organic acids, metal ions and amine compounds",REAC:R-DRE-425366,1.0,['REAC:R-DRE-425407'],0.00874344241818636,query_1,4003,0.5555555555555556,False,REAC,63
Transport and synthesis of PAPS,7340,4,Transport and synthesis of PAPS,REAC:R-DRE-174362,1.0,"['REAC:R-DRE-156584', 'REAC:R-DRE-1630316']",0.0009992505620784412,query_1,4003,0.6666666666666666,False,REAC,6
Transmission across Electrical Synapses ,7340,1,Transmission across Electrical Synapses ,REAC:R-DRE-112307,1.0,['REAC:R-DRE-112316'],0.0002498126405196103,query_1,4003,0.16666666666666666,False,REAC,6
Transmission across Chemical Synapses,7340,119,Transmission across Chemical Synapses,REAC:R-DRE-112315,1.0,['REAC:R-DRE-112316'],0.029727704221833625,query_1,4003,0.6397849462365591,False,REAC,186
Triglyceride catabolism,7340,4,Triglyceride catabolism,REAC:R-DRE-163560,1.0,['REAC:R-DRE-8979227'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Triglyceride metabolism,7340,11,Triglyceride metabolism,REAC:R-DRE-8979227,1.0,['REAC:R-DRE-556833'],0.0027479390457157134,query_1,4003,0.6470588235294118,False,REAC,17
Tryptophan catabolism,7340,1,Tryptophan catabolism,REAC:R-DRE-71240,1.0,['REAC:R-DRE-71291'],0.0002498126405196103,query_1,4003,0.125,False,REAC,8
Type II Na+/Pi cotransporters,7340,2,Type II Na+/Pi cotransporters,REAC:R-DRE-427589,1.0,['REAC:R-DRE-427652'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Vasopressin-like receptors,7340,5,Vasopressin-like receptors,REAC:R-DRE-388479,1.0,['REAC:R-DRE-375276'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Vasopressin regulates renal water homeostasis via Aquaporins,7340,23,Vasopressin regulates renal water homeostasis via Aquaporins,REAC:R-DRE-432040,1.0,['REAC:R-DRE-445717'],0.005745690731951037,query_1,4003,0.5897435897435898,False,REAC,39
VEGFR2 mediated vascular permeability,7340,8,VEGFR2 mediated vascular permeability,REAC:R-DRE-5218920,1.0,['REAC:R-DRE-4420097'],0.0019985011241568824,query_1,4003,0.5714285714285714,False,REAC,14
VEGFR2 mediated cell proliferation,7340,7,VEGFR2 mediated cell proliferation,REAC:R-DRE-5218921,1.0,['REAC:R-DRE-4420097'],0.0017486884836372721,query_1,4003,0.7,False,REAC,10
VEGFA-VEGFR2 Pathway,7340,52,VEGFA-VEGFR2 Pathway,REAC:R-DRE-4420097,1.0,['REAC:R-DRE-194138'],0.012990257307019736,query_1,4003,0.6666666666666666,False,REAC,78
VEGF ligand-receptor interactions,7340,5,VEGF ligand-receptor interactions,REAC:R-DRE-194313,1.0,['REAC:R-DRE-194138'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
VEGF binds to VEGFR leading to receptor dimerization,7340,5,VEGF binds to VEGFR leading to receptor dimerization,REAC:R-DRE-195399,1.0,['REAC:R-DRE-194313'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
Visual phototransduction,7340,40,Visual phototransduction,REAC:R-DRE-2187338,1.0,['REAC:R-DRE-9709957'],0.009992505620784412,query_1,4003,0.449438202247191,False,REAC,89
Utilization of Ketone Bodies,7340,4,Utilization of Ketone Bodies,REAC:R-DRE-77108,1.0,['REAC:R-DRE-74182'],0.0009992505620784412,query_1,4003,1.0,False,REAC,4
Unfolded Protein Response (UPR),7340,8,Unfolded Protein Response (UPR),REAC:R-DRE-381119,1.0,['REAC:R-DRE-2262752'],0.0019985011241568824,query_1,4003,0.6153846153846154,False,REAC,13
"Unblocking of NMDA receptors, glutamate binding and activation",7340,11,"Unblocking of NMDA receptors, glutamate binding and activation",REAC:R-DRE-438066,1.0,['REAC:R-DRE-442755'],0.0027479390457157134,query_1,4003,0.6470588235294118,False,REAC,17
Ubiquitin-dependent degradation of Cyclin D,7340,28,Ubiquitin-dependent degradation of Cyclin D,REAC:R-DRE-75815,1.0,['REAC:R-DRE-69242'],0.0069947539345490885,query_1,4003,0.5384615384615384,False,REAC,52
Ubiquinol biosynthesis,7340,3,Ubiquinol biosynthesis,REAC:R-DRE-2142789,1.0,['REAC:R-DRE-8978934'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Ub-specific processing proteases,7340,94,Ub-specific processing proteases,REAC:R-DRE-5689880,1.0,['REAC:R-DRE-5688426'],0.023482388208843366,query_1,4003,0.5949367088607594,False,REAC,158
UCH proteinases,7340,41,UCH proteinases,REAC:R-DRE-5689603,1.0,['REAC:R-DRE-5688426'],0.010242318261304022,query_1,4003,0.5324675324675324,False,REAC,77
Tyrosine catabolism,7340,2,Tyrosine catabolism,REAC:R-DRE-8963684,1.0,['REAC:R-DRE-8963691'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Urea cycle,7340,4,Urea cycle,REAC:R-DRE-70635,1.0,['REAC:R-DRE-71291'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Role of LAT2/NTAL/LAB on calcium mobilization,7340,7,Role of LAT2/NTAL/LAB on calcium mobilization,REAC:R-DRE-2730905,1.0,['REAC:R-DRE-2454202'],0.0017486884836372721,query_1,4003,0.875,False,REAC,8
TAK1-dependent IKK and NF-kappa-B activation  ,7340,18,TAK1-dependent IKK and NF-kappa-B activation  ,REAC:R-DRE-445989,1.0,"['REAC:R-DRE-166058', 'REAC:R-DRE-168164', 'REAC:R-DRE-9020702', 'REAC:R-DRE-937061', 'REAC:R-DRE-975138', 'REAC:R-DRE-975871']",0.0044966275293529855,query_1,4003,0.6428571428571429,False,REAC,28
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",7340,6,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",REAC:R-DRE-381771,1.0,['REAC:R-DRE-400508'],0.0014988758431176618,query_1,4003,0.5454545454545454,False,REAC,11
Signal transduction by L1,7340,3,Signal transduction by L1,REAC:R-DRE-445144,1.0,['REAC:R-DRE-373760'],0.0007494379215588309,query_1,4003,0.42857142857142855,False,REAC,7
Signal attenuation,7340,7,Signal attenuation,REAC:R-DRE-74749,1.0,['REAC:R-DRE-74751'],0.0017486884836372721,query_1,4003,0.6363636363636364,False,REAC,11
Signal amplification,7340,18,Signal amplification,REAC:R-DRE-392518,1.0,['REAC:R-DRE-76002'],0.0044966275293529855,query_1,4003,0.5,False,REAC,36
Signal Transduction,7340,1012,Signal Transduction,REAC:R-DRE-162582,1.0,['REAC:0000000'],0.2528103922058456,query_1,4003,0.5251686559418786,False,REAC,1927
Sialic acid metabolism,7340,15,Sialic acid metabolism,REAC:R-DRE-4085001,1.0,['REAC:R-DRE-446219'],0.0037471896077941546,query_1,4003,0.6,False,REAC,25
Serotonin receptors,7340,3,Serotonin receptors,REAC:R-DRE-390666,1.0,['REAC:R-DRE-375280'],0.0007494379215588309,query_1,4003,0.21428571428571427,False,REAC,14
Serotonin clearance from the synaptic cleft,7340,3,Serotonin clearance from the synaptic cleft,REAC:R-DRE-380615,1.0,['REAC:R-DRE-112311'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Serotonin and melatonin biosynthesis,7340,2,Serotonin and melatonin biosynthesis,REAC:R-DRE-209931,1.0,['REAC:R-DRE-209776'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Serine biosynthesis,7340,5,Serine biosynthesis,REAC:R-DRE-977347,1.0,['REAC:R-DRE-71291'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Sensory Perception,7340,45,Sensory Perception,REAC:R-DRE-9709957,1.0,['REAC:0000000'],0.011241568823382463,query_1,4003,0.45918367346938777,False,REAC,98
Sensing of DNA Double Strand Breaks,7340,3,Sensing of DNA Double Strand Breaks,REAC:R-DRE-5693548,1.0,['REAC:R-DRE-5693606'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Senescence-Associated Secretory Phenotype (SASP),7340,28,Senescence-Associated Secretory Phenotype (SASP),REAC:R-DRE-2559582,1.0,['REAC:R-DRE-2559583'],0.0069947539345490885,query_1,4003,0.49122807017543857,False,REAC,57
Semaphorin interactions,7340,31,Semaphorin interactions,REAC:R-DRE-373755,1.0,['REAC:R-DRE-422475'],0.007744191856107919,query_1,4003,0.543859649122807,False,REAC,57
Sema4D mediated inhibition of cell attachment and migration,7340,6,Sema4D mediated inhibition of cell attachment and migration,REAC:R-DRE-416550,1.0,['REAC:R-DRE-400685'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
Sema4D induced cell migration and growth-cone collapse,7340,7,Sema4D induced cell migration and growth-cone collapse,REAC:R-DRE-416572,1.0,['REAC:R-DRE-400685'],0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
Signaling by Activin,7340,8,Signaling by Activin,REAC:R-DRE-1502540,1.0,['REAC:R-DRE-9006936'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
Signaling by BMP,7340,16,Signaling by BMP,REAC:R-DRE-201451,1.0,['REAC:R-DRE-9006936'],0.003997002248313765,query_1,4003,0.6666666666666666,False,REAC,24
Signaling by EGFR,7340,25,Signaling by EGFR,REAC:R-DRE-177929,1.0,['REAC:R-DRE-9006934'],0.006245316012990257,query_1,4003,0.6097560975609756,False,REAC,41
